ID,Name:,Hersteller:,Erzeugnis aus:,Region:,Wein:,Jahrgang:,Rebsorte:,Qualität:,Alkohol in %:,Geschmack:,Allergene:,Ausbauart:,Trinktemperatur in °C:,Trinkempfehlung:,Verschluß:,Auszeichnungen:,Paßt zu:,Lage:,Boden:,Essen:,Herstellung:,Dekantieren:,Säure g/l:,Restzucker g/l:,Produkt aus biologischem Anbau:,Biokontrollstelle:,Diverses:,Zutaten:,Verkäufer:,Verkostungsnotiz:
103,2019 Weingut Hain Piesporter Goldtröpfchen Riesling Kabinett feinherb,Weingut Hain,Deutschland,Mosel,Weißwein,2019,Riesling,,,feinherb,,,,,,,"Helles Fleisch, Geflügel, Schimmelkäse, Sushi, Weichkäse",,,,,,,,,,,,2,"Die Kabinette von Gernot Hain sind Paradebeispiele für modernen Riesling: frisch, mineralisch, ausgewogen und mit viel Individualität! Die Weine von der Spitzenlage Piesporter Goldtröpfchen nehmen, gemäß ihrer Einordnung als Prädikatsweine zwischen den soliden Qualitätsweinen und den feinen Spät- bzw. Auslesen, die zentrale Position im Sortiment des Weinguts ein - dementsprechend repräsentieren sie in geradezu idealer Weise den Stil des Hauses. Die trockene Variante zeigt große Eleganz durch die schöne Balance zwischen gut eingebundener Säure und ausdrucksvoller Riesling-Frucht. Diese Eigenschaft besitzen die feinherben Kabinette in noch stärkerem Maße: sie begeistern durch ein faszinierendes Wechselspiel von Säure, Frucht, Mineralität und maßvoller Restsüße. Durch die Alterung in der Flasche wird die fast perlende Frische einer immer feiner und nuancierter komponierten Komplexität weichen, ein Effekt, der sonst nur bei höherwertigen Prädikatsweinen auftritt. Gernot Hain sagt übrigens zum Thema Prädikate: 'Das Mostgewicht würde auch für eine Einstufung als Spätlese reichen, aber vom Charakter her sind die Weine eben perfekte Kabinette'. Wir sagen: das ist Understatement als Philosophie! "
104,2019 Weingut Hain Piesporter Goldtröpfchen Riesling Alte Reben feinherb,Weingut Hain,Deutschland,Mosel,Weißwein,2019,Riesling,,,feinherb,,,,,,,"Schimmelkäse, Sushi, Weichkäse",,,,,,,,,,,,2,"Die schmeichelhafte, feinherbe Variante der beiden großen trockenen Spätlesen ist von betörender Komplexität Ähnlich wie beim feinherben Kabinett liegt die besondere Raffinesse bei diesem hervorragenden Riesling von alten Reben im ständigen Wechselspiel von gut eingebundener, feiner Säure, Rückgrat gebender, vom Schiefergrund herrührender Mineralität. Komplexe, vom Riesling betonte Fruchttöne, milde Süße, kraftvolle Mineralität, ein bisweilen an Tropenfrüchte und florale Nuancen erinnerndes Aromenspiel und eine gewisse Feuerstein-Note zeichnen dieses wahre Goldtröpfchen aus. Ein köstlicher Wein, auf den die Bezeichnung 'feinherb' (statt wie früher 'halbtrocken') wunderbar passt. "
105,2019 Cascina Castlèt A Taj Piemonte Chardonnay D.O.C.,Cascina Castlet,Italien,Piemont,Weißwein,2019,Chardonnay,,,trocken,,,,,,,"Helles Fleisch, Geflügel, Risotto, Sushi, Trüffel, Weichkäse",,,,,,,,,,,,2,"Maria Borio verstärkt unser Piemont-Sortiment mit ihrem feinen Chardonnay - zum Glück ohne Barriqueeinsatz!  Eigentlich sollte unser Besuch bei Maria und Ada Borio den mit gutem Ruf behafteten Barbera-Weinen des Hauses gelten. Gefunden und ins Programm aufgenommen haben wir jedoch auch den ATaj, einen für piemontesische Verhältnisse ungewöhnlich reichhaltigen und fruchtig-weinigen Chardonnay. Diese ursprünglich burgundische Rebsorte wird um Costigliole d'Asti übrigens seit dem 18. Jahrhundert angebaut; es ist diesbezüglich also keinesfalls eine Hinwendung zur globalen Weinmode zu befürchten. Der Name entstammt dem regionalen Dialekt und bezeichnet so etwas wie ""kommt wie gerufen"", also genau zur Situation, zur Stimmung oder zum Essen passend. Ich schließe mich dieser Charakterisierung an - ein Weißwein für alle Fälle, dies jedoch auf hohem Niveau! Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13,0%Vol. Verantwortlicher Lebensmittelunternehmer: Cascina Castlèt | Strada Castelletto 6 | I-14055 Costigliole d'Asti (AT) "
106,"2019 Grand Veneur Côtes du Rhône A.C. Blanc 0,375l",Domaine Grand Veneur,Frankreich,Côtes du Rhône,Weißwein,2018,"Clairette, Roussanne",,,trocken,,,,,,,"Fisch, Meeresfrüchte, Helles Fleisch, Geflügel, Vegetarisch, Vorspeise",,,,,,,,,,,,2,"Mal kein Chardonnay, Pinot oder Sauvignon: Ein frischer Weißwein aus den Rebsorten des Südens Viognier, Roussanne & Clairette - das sind die lange unterschätzten Trümpfe, mit denen der weiße Grand Veneur aus dem Hause Alain Jaume aufwartet. Der klassische Rebsortenmix aus dem Süden ergibt einen frischen, hoch aromatischen, leicht zitronigen Weißwein mit feinen Mandel- und Pfirsichtönen, der kraftvoll genug ist, um auch ein, zwei weitere Jahre Lagerung zur Abrundung gut zu vertragen. Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 13,0%Vol. Verantwortlicher Lebensmittelunternehmer: Vignobles Alain Jaume | Domaine Grand Veneur | Route de Châteauneuf-du-Pape 1358 | F-84100 Orange "
107,2018 Bagordi Blanco D.O.C. Rioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Neu bei divino: Bagordi Blanco - Ein köstlicher, frischer Weißwein aus der Rotweinregion Rioja Die Grenache Blanc (oder Garnacha Blanca) ist die am häufigsten verwendete weiße Rebsorte in der Rioja. Bei Bagordi stellt sie 50% der Cuvée für den Blanco - für die anderen 50% fiel die Wahl auf Sauvignon Blanc. Nach der kühlen Gärung (bei 18°C bleiben die natürlichen Fruchtaromen besser erhalten) wird der Most längere Zeit auf der Hefe gelassen, um die Fleischigkeit und die Vollmundigkeit des Weins zu erhöhen. Wein aus Spanien. Enthält Sulfite. Alkoholgehalt: 13,0%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Bagordi | Carretera de Estella | E-31261 Andosilla Bodegas Bagordi - individuelle Weine aus der Rioja seit 1723! "
108,2016 Adriana Ochoa 8A Uva Doble Blanco D.O. Navarra,,Spanien,Navarra,Weißwein,,"Chardonnay, Macabeo",,,,,,,,,,,,,,,,,,,,,,2,"Adriana Ochoa geht mit ihrem Weißwein neue Wege - Gratulation! Bekanntermaßen zeichnet für die ""8A"" (""Ocho-A"") - Serie des Hauses Tochter Adriana verantwortlich. Für ihren Weißwein ""Uva Doble"" reicherte sie den Lokalmatador Macabeo, auch Viura genannt, nicht, wie üblich, mit Chardonnay, sondern mit 20% Viognier an, einer Rebsorte, die sie in Australien kennenlernte und die auch ich persönlich sehr schätze. Zusammen mit sechs Monaten Lagerung auf der Hefe entsteht so ein Weißwein, der genau das zeigt, was vielen Macabeos fehlt: feine florale und fruchtige Aromen, gepaart mit cremiger Reife. Chapeau, Adriana! Herkunftsland: Spanien. Enthält Sulfite. Alkoholgehalt: 12,0%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Ochoa | Calle de Miranda de Arga 35 | E-31390 Olite Bodegas Ochoa: Navarra-Weine in der VI. Generation "
109,2015 Specogna Friulano D.O.C. Colli Orientali del Friuli,Leonardo Specogna,Italien,Friaul - Julisch Venetien,Weißwein,2015,"Friulano, Tocai Friulano",,,trocken,,,,,,,,,,,,,,,,,,,2,"Der Tocai Friulano ist die typischste autochthone Sorte Friauls - bei Specogna, wie gewohnt, zu maximaler Qualität gebracht!  Früher hieß der Wein einfach Tocai. Heute darf, seit EU-Beitritt Ungarns samt Tokajer, nur noch der Begriff Friulano genutzt werden. Friulano ist Joker, Alleskönner und Stetswillkommener der Region. Von Specogna kommt er leicht und frisch, aber nicht dünn, mild, jedoch nicht beliebig, und immer mit den typischen Aromen von Mandeln, Nüssen, exotischen Früchten und vielleicht ein wenig Salbei ins Glas. Perfekt als Aperitif und zu kalten Antipasti. Oder als ideale Basis für einen hochwertigen Aperol Spritz, wenn es denn kein Prosecco sein soll. Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13%Vol. Verantwortlicher Lebensmittelunternehmer: Az. Agr. Specogna | Via di Rocca Bernarda 4 | I-33040 Corno di Rosazzo "
110,2014 Specogna Chardonnay D.O.C. Colli Orientali del Friuli,Leonardo Specogna,Italien,Friaul - Julisch Venetien,Weißwein,2014,Chardonnay,,,trocken,,,,,,,"Helles Fleisch, Geflügel, Vegetarisch, Vorspeise",,,,,,,,,,,,2,"Auch beim Chardonnay gilt: Leonardo Specogna holt alles aus der Rebsorte, was geht!  Dabei kommt in diesem Fall ein erfreulich individueller Wein fernab des Mainstreams heraus. Das für Chardonnay einzigartige Bukett von Melone, Limone, Apfel und vielleicht etwas Vanille ist eingebettet in einen reichhaltigen, vollmundigen und reintönigen Wein mit schöner Mineralität und langem, aprikosigem Nachhall. Dieser hervorragende Tropfen wird sich problemlos zwei, drei Jahre halten und dennoch seine Frische bewahren. Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Az. Agr. Specogna | Via di Rocca Bernarda 4 | I-33040 Corno di Rosazzo "
111,2015 Specogna Pinot Grigio Venezia Giulia,Leonardo Specogna,Italien,Friaul - Julisch Venetien,"Roséwein, Weißwein",2015,Pinot Gris / Grauburgunder,,,trocken,,,,,,,"Fisch, Meeresfrüchte, Pasta, Risotto",,,,,,,,,,,,2,"Der nicht alltägliche, aber umso bessere Pinot Grigo von Specogna zeigt, was in der Rebsorte steckt!  Wie einige andere friulanische Winzer auch bereitet Leonardo Specogna seinen Pinot als Vin Gris, lässt also die zermahlenen Beeren 60 Stunden auf der Maische liegen. Dies gibt dem Wein etwas Farbe, er wird blassrosa. Zusammen mit der achtmonatigen Reife (70% in Edelstahl, 30% in 225-500l großen Holzfässern verschiedenen Alters) entsteht so ein haltbarer, edler Wein mit intensivem, floralem Bukett, Aromen von Holunder, Apfel und Birnen, samtiger Vollmundigkeit und schönem Abgang. Fein! Enthält Sulfite Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13%Vol. Verantwortlicher Lebensmittelunternehmer: Az. Agr. Specogna | Via di Rocca Bernarda 4 | I-33040 Corno di Rosazzo "
112,2015 Specogna Sauvignon D.O.C. Colli Orientali del Friuli,Leonardo Specogna,Italien,Friaul - Julisch Venetien,Weißwein,2015,Sauvignon Blanc,,,trocken,,,,,,,"Fisch, Meeresfrüchte, Sushi",,,,,,,,,,,,2,"Von den Hügeln Friauls stammen die besten, reinsortigen Weißweine Italiens - die aufwendigen, feinen Tropfen von Cristian Specogna machen da keine Ausnahme. Die grüngelbe Farbe, das frische, blütig-blumig-grasige Bukett und die feine Limettennote - alles typisch Sauvignon. Das Besondere am Specogna: das Parfum entwickelt sich so heftig und intensiv, dass der Endruck entsteht, der Wein käme gleich aus dem Glas gesprungen. Sehr schön sind auch das klare Pfirsicharoma in der Nase und am Gaumen sowie der für einen Sauvignon überraschend lange Abgang. Toll! Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13%Vol. Verantwortlicher Lebensmittelunternehmer: Az. Agr. Specogna | Via di Rocca Bernarda 4 | I-33040 Corno di Rosazzo "
113,2013 Jean-Pierre Michel Macon Villages A.C. Terroir de Quintaine,Jean-Pierre Michel,Frankreich,Burgund,Weißwein,2013,Chardonnay,,,trocken,,,,,,,"Fisch, Meeresfrüchte, Helles Fleisch, Geflügel, Sushi, Vorspeise, Weichkäse",,,,,,,,,,,,2,"Vielleicht trifft die Bezeichnung ""Einstiegswein"" nicht ganz die Realität, aber in der Welt von Jean-Pierre Michel ist das nunmal so...  Es ist damit wohl eher eine Charakterfrage, welchem der drei Chardonnays aus dem Hause Michel man den Vorzug gibt. Begeistern die beiden ""großen"" Viré-Clessés, Terroirs de Quintaine und ""M"" de Quintaine, durch ihr außergewöhnliches Reifepotenzial und ihre berauschende Komplexität, liegt der große Vorzug des Macon-Villages eben darin, nicht so viel Aufmerksamkeit einzufordern, aber dennoch Genuss auf allerhöchstem Niveau zu bieten. Typisch für den Macon Villages, wie im übrigen für alle Kreszenzen von Michel, sind der feine, weinige Stil, die ausgeprägten, dem Jahrgang ensprechenden Aromen in der Nase und am Gaumen, die betörende, nicht üppige Fülle und der lange Nachhall. Ich kenne keine besseren Chardonnays als diese drei Weine! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 13%Vol. Verantwortlicher Lebensmittelunternehmer: Jean-Pierre Michel | Route de Quintaine 955 | F-71260 Clessé Chardonnay in Perfektion! "
114,2010 Jean-Pierre Michel Viré-Clessé A.C. Terroirs de Quintaine,Jean-Pierre Michel,Frankreich,Burgund,Weißwein,2010,Chardonnay,,,trocken,,,,,,,"Fisch, Meeresfrüchte, Helles Fleisch, Geflügel, Sushi, Weichkäse",,,,,,,,,,,,2,"Vorsicht! Der Genuss dieses exquisiten Einzellagen-Chardonnays führt zur Amnesie: wer ist eigentlich dieser Chablis?  Die beiden Dörfer Viré und Clessé bilden eine relativ junge Appellation im Bereich Macon Villages am Südrand des Burgunds. Die Weine werden aus 100% Chardonnay gekeltert und stehen dem berühmten Chablis qualitativ in nichts nach. La Quintaine ist die anerkannt beste Lage im gleichnamigen Ortsteil von Clessé - gerade gut genug für den experimentierfreudigen Perfektionisten Jean-Pierre Michel. Sein Viré-Clessé zeigt dementsprechend schon in der Jugend hohe Komplexität und Finesse, ist fruchtig-cremig und leicht mineralisch. Das volle Potenzial des Weines entwickelt sich erst nach drei bis vier Jahren; und wer die Geduld dafür aufbringt, wird mit einem unglaublich vielfältig-feinsinnigen Genusserlebnis belohnt! Wir liefern diesen außergewöhnlichen Wein in drei Flaschengrößen: 0,375l, 0,75l und 1,5l-Magnum. Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 14%Vol. Verantwortlicher Lebensmittelunternehmer: Jean-Pierre Michel | Route de Quintaine 955 | F-71260 Clessé Chardonnay in Perfektion! "
115,2020 Cantina Trerè Giòja Romagna Pagadebit Frizzante D.O.C.,,Italien,Emilia-Romagna,Weißwein,,,,,,,,,,,,,,,,,,,,,,,,2,"divino goes Romagna: Trerè - die heiligen drei (Wein-) Könige aus dem ravennatischen Apennin! Die Familie Trerè besitzt 35 Hektar Weinberge in den Hügeln westlich von Faenza. Neben der Weinerzeugung wird noch ein kleiner Agriturismo betrieben. L'Arte del Vino - das ist der Claim von Morena und ihrem Sohn Massimo. Dementsprechend wurden auch die Flaschenetiketten von der Künstlerin Jona Sbarzaglia gestaltet. Pagadebit, also Schuldenzahler (heutzutage ist das die Cash Cow) - so heißt der berühmte Weißwein aus den Hügeln bei Faenza, gekeltert aus Mostosao, hier Pagadebit Zentil genannt. Die Cantina Trerè hat verschiedene Varianten davon im Angebot. Ich habe mich für den prickelnden, fast trockenen Giòja Frizzante entschieden, einen leicht moussierenden Leckerschmecker, der die Freude im Namen trägt, gemäß Etikett natürlich auch gut zu Meeresfrüchten passt, aber vor allem mit seiner unverbindlich-schmeichelhaft-fruchtig-blumig-frischen Art sofort Lust auf ein zweites Glas macht. Italianità geht nicht nur mit Prosecco! "
116,2014 Antech Crémant de Limoux A.C. Brut Cuvée Elixir,Georges & Roger Antech,Frankreich,Languedoc-Roussillon,Blanquette & Crémant,2013,"Blanquette / Mauzac, Chardonnay, Chenin Blanc, Pinot Noir / Spätburgunder",,,trocken,,,,,,,"Helles Fleisch, Geflügel, Sushi, Vorspeise",,,,,,,,,,,,2,"Francoise Antech hat sich selbst übertroffen: Crémant de Limoux auf Jahrgangschampagner-Niveau! ""Elixir"" nennt Francoise ihren raren Flagship-Crémant, quasi als Quintessenz ihrer jahrelangen und überaus erfolgreichen Bestrebungen, Qualität und Auswahl des Hauses Georges & Roger Antech zu verbessern. Nach der Einführung von Rosé- und Brut-Nature-Schaumweinen ist nun diese wunderbar feinperlige, delikate und edle Cuvée aus 60% Chardonnay, 20% Chenin Blanc, 10% Mauzac und 10% Pinot Noir quasi das Tüpfelchen auf dem Limoux-i. Das Bukett dieses hervorragenden Schaumweines ist hochfein, floral, fruchtig und vielfältig, mit den typischen Aromen von Mauzac und Pinot Noir. Am Gaumen weinig, elegant und vollmundig, ist der Abgang lang und vollendet. Perfekt! Übrigens: Gegen € 3,00 Aufpreis pro Flasche ist eine passende Geschenkverpackung, betsehend aus Kassette plus Tragetasche, erhältlich. Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 12%Vol. Verantwortlicher Lebensmittelunternehmer: Georges & Roger Antech | Domaine de Flaissan | Route de Carcassonne | F-11300 Limoux Antech Limoux: WTF is Champagne? "
117,2019 Antech Crémant de Limoux Brut Rosé Cuvée Émotion,Georges & Roger Antech,Frankreich,Languedoc-Roussillon,Roséwein,2017,"Blanquette / Mauzac, Chardonnay, Chenin Blanc, Pinot Noir / Spätburgunder",,,trocken,,,,,,,,,,,,,,,,,,,2,"Francoise Antech hat sich einen Traum erfüllt und diesen wundervollen Crémant Rosé aufgelegt! Wir gratulieren! Der Crémant de Limoux Brut Cuvée Émotion folgt dem Stil des Hauses: leicht, fruchtbetont und säurearm kommt er ins Glas. Die Cuvée besteht aus Chardonnay, Mauzac, Chenin Blanc und Pinot Noir. Crémant Rosé passt zu fast Allem, außer vielleicht zu Pasta mit Tomatensoße oder zu rotem Fleisch. So kann Sie dieser feine Schaumwein eigentlich das ganze Jahr hindurch begleiten. Zum Steak vom Grill gibt es dann eben Rotwein von der Rhône oder aus Spanien. Oder ein kühles Bier. Santé! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 12%Vol. Verantwortlicher Lebensmittelunternehmer: Georges & Roger Antech | Domaine de Flaissan | Route de Carcassonne | F-11300 Limoux Antech Limoux: WTF is Champagne? "
118,2018 Antech Crémant de Limoux Brut A.C. Cuvée Eugenie,Georges & Roger Antech,Frankreich,,Blanquette & Crémant,2017,"Chardonnay, Chenin Blanc",,,trocken,,,,,,,"Helles Fleisch, Geflügel, Trüffel, Vorspeise",,,,,,,,,,,,2,"Die grandiosen Schaumweine von Françoise Antech aus Limoux im Südwesten Frankreichs sind eine individuelle Alternative zu den mittlerweile oft faden Fabrik-Champagnern Mit diesem köstlichen Jahrgangs-Crémant präsentiert die Familie Antech einen absoluten Spitzenschaumwein, natürlich mittels traditioneller Flaschengärung hergestellt. Die aus Chardonnay und etwas Mauzac gekelterte Cuvée Eugenie ist eine blitzsaubere, volkommen trockene und bewusst säurearme Kreszenz. Das intensive, frische Bouquet zeigt helle Früchte, vor allem reife Äpfel, gepaart mit der typisch eleganten Cremigkeit des Chardonnay. Ein besonderer Genuss! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 12%Vol. Verantwortlicher Lebensmittelunternehmer: Georges & Roger Antech | Domaine de Flaissan | Route de Carcassonne | F-11300 Limoux Antech Limoux: WTF is Champagne? "
119,2017 Antech Crémant de Limoux A.C. Brut Cuvée Héritage,Georges & Roger Antech,Frankreich,Languedoc-Roussillon,Blanquette & Crémant,2017,"Blanquette / Mauzac, Chardonnay, Chenin Blanc, Pinot Noir / Spätburgunder",,,trocken,,,,,,,"Helles Fleisch, Geflügel, Sushi, Vorspeise",,,,,,,,,,,,2,"Der Champagner-Killer aus dem Hause Antech ""Héritage"", also ""Vermächtnis"" nennt Francoise Antech-Gazeau diesen Crémant de Limoux, quasi als Thema ihrer Mission, Tradition und Moderne im Hause Antech zu einer großartigen Synthese zu verbinden. Die herrlich feinperlige, elegante und feinfruchtig-vollmundige Cuvée aus 60% Chardonnay, 20% Chenin Blanc, 10% Mauzac und 10% Pinot Noir hält, was Francoise verspricht! Übrigens: die Assemblage, also die Grundwein-Komposition, für ihre Luxuscuvée ""Elixir"" hat Francoise von der Cuvée Heritage übernommen. Wenn das kein Kompliment von ganz oben ist... Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 12%Vol. Verantwortlicher Lebensmittelunternehmer: Georges & Roger Antech | Domaine de Flaissan | Route de Carcassonne | F-11300 Limoux Antech Limoux: WTF is Champagne? "
120,"Casalini ""Rovede"" Prosecco di Valdobbiadene Spumante D.O.C.G. Superiore Brut",Spumanti Casalini,Italien,Veneto,Prosecco,,Prosecco / Glera,,,trocken,,,,,,,"Risotto, Vorspeise",,,,,,,,,,,,2,"Rovede Prosecco di Valdobbiadene D.O.C.G. Superiore Brut, oder: Casalini Prosecco nobile! Dieser Einzellagen - Prosecco Superiore zeigt die Tugenden unseres Spumante D.O.C. in nochmals veredelter Form. Mit noch feinerem Perlenspiel, mehr Finesse, längerem Abgang, weniger Restsüße und mehr Statur empfiehlt er sich als klassischer italienischer Spumante, ohne an Schwung, Leichtigkeit und Eleganz zu verlieren. Mehr Prosecco, sowohl quanti- als auch qualitativ betrachtet, geht nicht! "
121,"Antech Crémant de Limoux Brut A.C. Cuvée Eugenie Magnum (1,5l)",Georges & Roger Antech,Frankreich,,Blanquette & Crémant,2013,"Chardonnay, Chenin Blanc",,,trocken,,,,,,,"Helles Fleisch, Geflügel, Trüffel, Vorspeise",,,,,,,,,,,,2,"Die grandiosen Schaumweine von Françoise Antech aus Limoux im Südwesten Frankreichs sind eine individuelle Alternative zu den mittlerweile oft faden Fabrik-Champagnern Mit diesem köstlichen Jahrgangs-Crémant präsentiert die Familie Antech einen absoluten Spitzenschaumwein, natürlich mittels traditioneller Flaschengärung hergestellt. Die aus Chardonnay und etwas Mauzac gekelterte Cuvée Eugenie ist eine blitzsaubere, volkommen trockene und bewusst säurearme Kreszenz. Das intensive, frische Bouquet zeigt helle Früchte, vor allem reife Äpfel, gepaart mit der typisch eleganten Cremigkeit des Chardonnay. Ein besonderer Genuss! Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 12%Vol. Verantwortlicher Lebensmittelunternehmer: Georges & Roger Antech | Domaine de Flaissan | Route de Carcassonne | F-11300 Limoux Antech Limoux: WTF is Champagne? "
122,Antech Blanquette de Limoux A.C. Doux et fruité Méthode ancestrale,Georges & Roger Antech,Frankreich,Languedoc-Roussillon,"Blanquette & Crémant, Dessertwein",,Blanquette / Mauzac,,,fruchtsüß,,,,,,,Dessert,,,,,,,,,,,,2,"Frankreichs Antwort auf den Moscato d'Asti - Der fruchtsüße Blanquette ist ein hervorragender Dessertwein mit großer Tradition Beide haben tatsächlich die Herstellungsmethode gemeinsam: Wie beim italienischen Verwandten entsteht die Kohlensäure in einer einzigen Gärung. Das Ergebnis ist ein beschwingter, alkoholarmer, fruchtsüßer Wein mit reichhaltigem Fruchtbukett, dominiert von reifen Äpfeln. Dementsprechend passt er sehr gut zu Obstsalat, Apfelkuchen, Tarte Tatin, Bratäpfeln... Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 6,5%Vol. Verantwortlicher Lebensmittelunternehmer: Georges & Roger Antech | Domaine de Flaissan | Route de Carcassonne | F-11300 Limoux Antech Limoux: WTF is Champagne? "
123,Antech Blanquette de Limoux Brut A.C. Cuvée Tradition,Georges & Roger Antech,Frankreich,,Blanquette & Crémant,,"Blanquette / Mauzac, Chardonnay, Chenin Blanc",,,trocken,,,,,,,,,,,,,,,,,,,2,"Entdecken Sie den traditionsreichsten Schaumwein Frankreichs und genießen Sie Blanquette als perfekten Aperitif!  Blanquette de Limoux ist derjenige unter den vielen Schaumweinen Frankreichs, über den die älteste Nennung in Klosterhandschriften (damals war die Weinbereitung in den Händen von Mönchen) bekannt ist. Angeblich hat der berühmte Dom Perignon hier im Benediktinerkloster St. Hilaire, auf dem Weg nach Santiago di Compostela, das Verfahren zur Schaumweinbereitung kennengelernt und, in die Champagne zurückgekehrt, auf die dortigen Weine angewendet. Die Champagnerwinzer sehen das natürlich ganz anders... Typisch für den Blanquette ist der stets frische, saubere, säurearme Stil mit deutlichen Aromen von Obst, insbesondere reifen Äpfeln, hervorgerufen durch die Rebsorte Mauzac, welche die Blanquette-Cuvée, neben Chardonnay und Chenin Blanc, als Hauptsorte beherrscht. Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 12%Vol. Verantwortlicher Lebensmittelunternehmer: Georges & Roger Antech | Domaine de Flaissan | Route de Carcassonne | F-11300 Limoux Antech Limoux: WTF is Champagne? "
124,Weingut Hain Riesling Sekt Brut,Weingut Hain,Deutschland,Mosel,Sekt & Champagner,,Riesling,,,trocken,,,,,,,"Dessert, Sushi",,,,,,,,,,,,2,"Feiner Jahrgangssekt mit Reifepotenzial  Bei Gernot Hain werden nur gut ausgereifte, hochwertige Beeren zu Sekt verarbeitet - an der Mosel leider eine Seltenheit; sind doch die großen Kellereien allzuoft Auffangbecken für minderwertiges, unreifes Lesegut, das dort mit viel klebriger Zuckersüße versetzt die anerkannt grausigen ""Markensekte"" ergibt. Wir freuen uns dagegen auf ein fein ausbalanciertes Produkt, in dem viel Handarbeit steckt. Der Riesling Sekt Brut ist ein feinperliger Jahrgangssekt aus Flaschengärung, der sich vor allem durch ein komplexes, nuanciertes Bukett, dominert von ausgeprägter Riesling-Frucht auszeichnet. Eine besondere Spezialität! "
125,"Casalini ""Cal Busa"" Prosecco di Valdobbiadene Spumante D.O.C.G. Superiore Extra Dry Magnum",Spumanti Casalini,Italien,Veneto,Prosecco,,Prosecco / Glera,,,trocken,,,,,,,"Risotto, Vorspeise",,,,,,,,,,,,2,"Cal Busa Prosecco di Valdobbiadene D.O.C.G. Superiore Extra Dry, oder: Casalini mit Nachbrennner  Dieser Einzellagen - Prosecco Superiore zeigt die Tugenden unseres Spumante D.O.C. in nochmals veredelter Form. Mit noch feinerem Perlenspiel, mehr Finesse, längerem Abgang und mehr Statur empfiehlt er sich als klassischer italienischer Spumante, ohne an Schwung, Leichtigkeit und Eleganz zu verlieren. Eine Besonderheit ist die jährliche Extra-Abfüllung dieser besten Marge in Magnumflaschen. Mehr Prosecco, sowohl quanti- als auch qualitativ betrachtet, geht nicht! "
126,"Casalini ""Cal Busa"" Prosecco di Valdobbiadene Spumante D.O.C.G. Superiore Extra Dry",Spumanti Casalini,Italien,Veneto,Prosecco,,Prosecco / Glera,,,trocken,,,,,,,"Risotto, Vorspeise",,,,,,,,,,,,2,"Cal Busa Prosecco di Valdobbiadene D.O.C.G. Superiore Extra Dry, oder: Casalini mit Nachbrennner Dieser Einzellagen - Prosecco Superiore zeigt die Tugenden unseres Spumante D.O.C. in nochmals veredelter Form. Mit noch feinerem Perlenspiel, mehr Finesse, längerem Abgang und mehr Statur empfiehlt er sich als klassischer italienischer Spumante, ohne an Schwung, Leichtigkeit und Eleganz zu verlieren. Eine Besonderheit ist die jährliche Extra-Abfüllung dieser besten Marge in Magnumflaschen. Mehr Prosecco, sowohl quanti- als auch qualitativ betrachtet, geht nicht! "
127,divino.de Prosecco D.O.C. Spumante Extra Dry,Spumanti Casalini,Italien,Veneto,Prosecco,,Prosecco / Glera,,,trocken,,,,,,,,,,,,,,,,,,,2,"Die Spumante-Version meiner Hausmarke - harte Konkurrenz aus eigenem Hause! Prosecco in Perfektion: frisches, beschwingtes Parfum, hellgelbe Farbe, blitzsauber und hocharomatisch am Gaumen. Der Wein betört mit jugendlicher Frische, vollem Bukett von Birne, Apfel sowie Aprikose und vollendeter Eleganz. Stilistisch vergleichbar und im verwendeten Rebmaterial identisch, verfügt der Prosecco D.O.C. Spumante von Andrea Casalini, bedingt durch die zweite (Schaumwein-)Gärung, im Gegensatz zum Prosecco D.O.C. Frizzante über etwas mehr Kohlensäure (4,5 statt 2,5 bar) und etwas mehr (plus 0,5%) Alkoholgehalt. Beides macht den Wein eleganter, ausgewogener, das Aromenspiel und die Perlage feiner, den Abgang länger, kurz: erwachsener. Delikat! Schön, wenn man die Wahl hat! "
