,best_match_score,__id_left,__id_right,Unnamed: 0,Unnamed: 0.1,wine_name_left,wine_country_left,wine_region_left,wine_year_left,wine_type_left,wine_price_left,wine_url,wine_thumb_left,wine_description,wine_seller,taste_id,wine_id,wine_name_right,wine_winery,wine_alcohol,wine_type_right,wine_year_right,wine_country_right,wine_region_right,wine_price_right,wine_structure,wine_tastes,wine_rating,wine_thumb_right
80643,-0.42651995902523687,974_left,240_right,1101,23,MADIRAN Tannat Paradox,Frankreich,,2018.0,red,12.9,https://www.jacques.de/weine/17891/2018-madiran-tannat-paradox/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17891_0.jpg,"


Er ist und bleibt eine französische Wein-Legende: der Madiran! Und er ist seit einiger Zeit wieder so gut in Form wie lange nicht mehr. Bestes Beispiel dafür ist der Madiran Paradox, der schon mit seinem tiefdunklen Bordeauxrot begeistert. Das herrlich animierende Bouquet mit dunklen Waldbeeren, Rauch, dunkler Schokolade und einem Hauch WIldkräutern ist mindestens so einladend wie der würzig-dichte Geschmack, die kräftigen Tanninen und der Nachhall mit viel Kräuterwürzigkeit. Ein Paradoxon, das sich erstaunlich leicht auflösen lässt.
",3,,16489,Le Paradou Viognier,Le Paradou,0.0,white,2020,Frankreich,Vin de France,8.9,"{'acidity': 0.5770235, 'fizziness': 0, 'intensity': 0.607726325, 'sweetness': 0.09055917499999999, 'tannin': 0}","{'black_fruit': 0.007751937984496124, 'citrus_fruit': 0.6356589147286822, 'dried_fruit': 0.007751937984496124, 'earth': 0.4108527131782946, 'floral': 0.13953488372093023, 'microbio': 0.26356589147286824, 'non_oak': 0.03875968992248062, 'oak': 0.16279069767441862, 'red_fruit': 0.007751937984496124, 'spices': 0.0, 'tree_fruit': 1.0, 'tropical_fruit': 0.17829457364341086, 'vegetal': 0.10077519379844961}",3.9,//images.vivino.com/thumbs/rT91m8jFQE-TjcW5GAkw0Q_pl_480x640.png
64906,-0.4384874680950889,864_left,10493_right,985,44,Domaine Girard Cuvée Neri Rouge A.O.P. Malepère,Frankreich,Languedoc-Roussillon,2018.0,red,12.9,https://www.divino.de/wein/domaine-girard-cuvee-neri-rouge-a.o.p.-malepere,https://www.divino.de/media/image/thumbnail/Girard_Neri_neu_150x240.png,"Cuvée Neri - das Flagschiff aus dem Hause Girard Die Domaine Girard liegt südwestlich von Carcassonne und westlich von Limoux im Örtchen Alaigne, Gemeinde der winzig kleinen A.O.C. Malepère im Languedoc-Roussillon. Die Besonderheit der Gegend ist das Zusammenspiel dreier klimatischer Einflüsse: vor Ort die kühle Höhenlage, von Westen frisches atlantisches Klima und von Osten warme mediterrane Luft. Seit 1928 bewirtschaftet die Familie Girard ihr kleines Weingut. Die Spitzencuvée ""Neri"" ist ein Blend aus 50% Merlot, 40% Cabernet Franc und 10% Malbec. Die Rebstöcke stehen auf einer 350m hoch gelegenen Parzelle in Süd-West-Ausrichtung. Der Boden besteht hauptsächlich aus Lehm-Kalkstein, die Oberfläche ist mit wärmespeichernden großen Steinen übersät. Der Ertrag ist mit 40hl/ha bewusst niedrig gewählt. Philippe Girard baut seine Cuvée Neri nach kühler Maischegärung ein Jahr lang in mittelgroßen 500l-Barriques aus. Das Ergebnis spricht für sich: Die dunkelfruchtig-reife Aromatik des dominanten Merlots, gepaart mit der Eleganz des Cabernet Francs, der Struktur vom Malbec, dem gut eingebetteten Barrique und der feinen Mineralität, die das ungewöhnliche Terroir spendet, ergibt einen in sich ruhenden, überzeugenden Rotwein, der schon jetzt gefällt, sein volles Potenzial jedoch in den nächsten Jahren zeigen wird. Insgesamt ein klassischer Vin de Garde und dazu ein perfekter Botschafter für die kleine Appellation am Pyrenäenrand! ",2,,1791349,Domaine Girard Chardonnay,Domaine Girard,0.0,white,,France,Pays d'Oc,0.0,"{'acidity': 0.47615975, 'fizziness': 0, 'intensity': 0.54708175, 'sweetness': 0.10056084999999998, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.5714285714285714, 'dried_fruit': 0, 'earth': 0.19047619047619047, 'floral': 0, 'microbio': 0.19047619047619047, 'non_oak': 0.047619047619047616, 'oak': 0.8571428571428571, 'red_fruit': 0.047619047619047616, 'spices': 0.047619047619047616, 'tree_fruit': 1.0, 'tropical_fruit': 0.23809523809523808, 'vegetal': 0.19047619047619047}",3.7,//images.vivino.com/thumbs/l5iZQQ8vT6yZ7PHuQeqLgg_pl_480x640.png
70956,-0.4404042576493531,896_left,273_right,1022,81,Nicolas Duffour Le Galopin de Gascogne Blanc I.G.P.,Frankreich,Gascogne,2020.0,white,5.9,https://www.divino.de/wein/weisswein/nicolas-duffour-le-galopin-de-gascognre-blanc,https://www.divino.de/media/image/thumbnail/Galopin_150x240.jpg,"Neu bei divino: Die drei Schlingel aus der Gascogne ""Le Galopin"", zu Deutsch ""Der Schlingel"": Das ist der Name der drei neuen divino Weine in weiß, rosé und rot von Nicolas Duffour aus dem Gers in der Gascogne. Die Landschaft befindet sich am nördlchen Pyrenäenrand und bietet ein einmaliges Terroir, liegt sie doch nicht nur im Klimakorridor zwischen Atlantik und Mittelmeer, sondern stellt für den Weinbau auch verschiedene Lehm- und Kalkböden in mehreren Höhenstufen zur Verfügung. Der Galopin Blanc ist seit 1982 das Zugpferd im Sortiment von Nicolas Duffour. Dieser Wein beinhaltet mit einer Cuvée aus je 50% Gros-Manseng und Colombard gewissermaßen die Quintessenz gascognischen Weinbaus. Davon abgesehen können Sie sich über einen frisch-fruchtig-duftigen, fröhlich und unverbindlich aufgelegten Weißwein mit maßvolem (11,5%) Alkoholgehalt freuen, der wirklich zu jeder Gelegenheit passt! ",2,,1173607,Château Guiraud Le G de Guiraud Bordeaux Blanc Sec,Château Guiraud,14.0,white,2019,Frankreich,Bordeaux,18.65,"{'acidity': 0.47873092500000003, 'fizziness': 0, 'intensity': 0.72048325, 'sweetness': 0.21966835, 'tannin': 0}","{'black_fruit': 0.032357473035439135, 'citrus_fruit': 0.9429892141756548, 'dried_fruit': 0.015408320493066256, 'earth': 0.5084745762711864, 'floral': 0.09090909090909091, 'microbio': 0.14791987673343607, 'non_oak': 0.09553158705701079, 'oak': 0.5315870570107858, 'red_fruit': 0.007704160246533128, 'spices': 0.07395993836671803, 'tree_fruit': 1.0, 'tropical_fruit': 0.3852080123266564, 'vegetal': 0.3312788906009245}",3.9,//images.vivino.com/thumbs/GuX6Pm7HTo275wUp8JGKdA_pl_480x640.png
63583,-0.44326259761742826,857_left,2065_right,975,34,Rignana Chianti Classico D.O.C.G. Gallo Nero,Italien,Toskana,2012.0,red,13.99,https://www.divino.de/wein/rotwein/rignana-chianti-classico-gallo-nero,https://www.divino.de/media/image/thumbnail/Rignana_CC_2013_150x240.png,"Auf seinem atemberaubend schönen Anwesen erschafft Cosimo Gericke edle Terroir-Weine im Zeichen des schwarzen Hahns Aus 85% Sangiovese und 15% Canaiolo entsteht sein Chianti Classico. Die Vinifikation erfolgt unter strenger Temperaturkontrolle mit natürlichen Hefen. Danach reift der Wein ein Jahr in den tradtitionellen, großen Eichenfässern. Das Ergebnis ist ein Chianti wie aus dem Bilderbuch: viel Sonne und Frucht, die typischen Veilchennoten, vollmundig, jedoch nicht sättigend, dazu milde Tannine, die zusammen mit der fast salzigen Mineralität des Galestro-Bodens den Wein frisch und lebendig erhalten. Die maximale Produktion von nur 20.000 Flaschen pro Jahrgang garantiert Exklusivität! Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Fattoria di Rignana | Via di Rignana 15 | I-50022 Greve (FI) Fattoria di Rignana: Chianti Classico in Perfektion! ",2,,1182499,I Sodi Chianti Classico Riserva,I Sodi,14.5,red,2016,Italien,Chianti Classico,18.8,"{'acidity': 0.7481842, 'fizziness': 0, 'intensity': 0.582768375, 'sweetness': 0.14078715000000003, 'tannin': 0.73159205}","{'black_fruit': 0.75, 'citrus_fruit': 0, 'dried_fruit': 0, 'earth': 1.0, 'floral': 0, 'microbio': 0.08333333333333333, 'non_oak': 0.0, 'oak': 0.75, 'red_fruit': 0.75, 'spices': 0.16666666666666666, 'tree_fruit': 0, 'tropical_fruit': 0, 'vegetal': 0.25}",4.1,//images.vivino.com/thumbs/s2xhgP7NRLavzYFTmEOh0w_pl_480x640.png
59537,-0.44546966540257305,832_left,9451_right,946,4,Nicolas Duffour Le Galopin de Gascogne Rouge I.G.P.,Frankreich,Gascogne,2020.0,rosé,5.9,https://www.divino.de/wein/rotwein/nicolas-duffour-le-galopin-de-gascogne-rouge,https://www.divino.de/media/image/thumbnail/Galopin_150x240.jpg,"  Neu bei divino: Die drei Schlingel aus der Gascogne ""Le Galopin"", zu Deutsch ""Der Schlingel"": Das ist der Name der drei neuen divino Weine in weiß, rosé und rot von Nicolas Duffour aus dem Gers in der Gascogne. Die Landschaft befindet sich am nördlchen Pyrenäenrand und bietet ein einmaliges Terroir, liegt sie doch nicht nur im Klimakorridor zwischen Atlantik und Mittelmeer, sondern stellt für den Weinbau auch verschiedene Lehm- und Kalkböden in mehreren Höhenstufen zur Verfügung. Der Galopin Rouge übersetzt die Tugenden der beiden Brüder ins Rote: Ein frischer, junger Rotwein, der gern gekühlt getrunken werden darf. Die Assemblage ist 25% Merlot, 25% Cabernet Sauvignon und 50% Tannat, eine alte, tanninreiche und himbeerfruchtige Rebsorte aus den Pyrenäen, die dem Wein seinen unverwechsaelbaren Charakter verleiht. Wein aus Frankreich. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Nicolas Duffour | Domaine Saint-Lannes | F-32330 Lagraulet-du-Gers   ",2,,3679352,Horgelus Côtes de Gascogne Rosé,Horgelus,11.5,rosé,2020,Frankreich,Côtes de Gascogne,5.35,"{'acidity': 0.62820825, 'fizziness': 0, 'intensity': 0.4636333, 'sweetness': 0.18236097499999998, 'tannin': 0}","{'black_fruit': 0.05714285714285714, 'citrus_fruit': 0.5285714285714286, 'dried_fruit': 0.0, 'earth': 0.05714285714285714, 'floral': 0.014285714285714285, 'microbio': 0.05714285714285714, 'non_oak': 0.0, 'oak': 0.014285714285714285, 'red_fruit': 1.0, 'spices': 0.02857142857142857, 'tree_fruit': 0.5571428571428572, 'tropical_fruit': 0.07142857142857142, 'vegetal': 0.07142857142857142}",4.0,//images.vivino.com/thumbs/84s6xIJsSF29Lt19-2Y3Dg_pl_480x640.png
71523,-0.451783389487567,902_left,3246_right,1028,87,Cantina Trerè Giòja Romagna Pagadebit Frizzante D.O.C.,Italien,Emilia-Romagna,2020.0,white,7.9,https://www.divino.de/wein/weisswein/cantina-trere-re-gioja-romagna-pagadebit-frizzante-doc,https://www.divino.de/media/image/thumbnail/Trere_Gioja_Pagadebit_150x240.png,"divino goes Romagna: Trerè - die heiligen drei (Wein-) Könige aus dem ravennatischen Apennin! Die Familie Trerè besitzt 35 Hektar Weinberge in den Hügeln westlich von Faenza. Neben der Weinerzeugung wird noch ein kleiner Agriturismo betrieben. L'Arte del Vino - das ist der Claim von Morena und ihrem Sohn Massimo. Dementsprechend wurden auch die Flaschenetiketten von der Künstlerin Jona Sbarzaglia gestaltet. Pagadebit, also Schuldenzahler (heutzutage ist das die Cash Cow) - so heißt der berühmte Weißwein aus den Hügeln bei Faenza, gekeltert aus Mostosao, hier Pagadebit Zentil genannt. Die Cantina Trerè hat verschiedene Varianten davon im Angebot. Ich habe mich für den prickelnden, fast trockenen Giòja Frizzante entschieden, einen leicht moussierenden Leckerschmecker, der die Freude im Namen trägt, gemäß Etikett natürlich auch gut zu Meeresfrüchten passt, aber vor allem mit seiner unverbindlich-schmeichelhaft-fruchtig-blumig-frischen Art sofort Lust auf ein zweites Glas macht. Italianità geht nicht nur mit Prosecco! ",2,,5731248,Enio Ottaviani Strati Romagna Pagadebit,Enio Ottaviani,0.0,white,2019,Italien,Pagadebit di Romagna,13.5,"{'acidity': 0.668403925, 'fizziness': 0, 'intensity': 0.5379967, 'sweetness': 0.2185342, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 1.0, 'dried_fruit': 0, 'earth': 1.0, 'floral': 1.0, 'microbio': 0, 'non_oak': 0, 'oak': 1.0, 'red_fruit': 0, 'spices': 0, 'tree_fruit': 1.0, 'tropical_fruit': 1.0, 'vegetal': 0}",3.8,//images.vivino.com/thumbs/dYdXDJmcTNmDf5zGn6stnQ_pl_480x640.png
77415,-0.451783389487567,939_left,3246_right,1066,127,Cantina Trerè Giòja Romagna Pagadebit Frizzante D.O.C.,Italien,Emilia-Romagna,2020.0,white,7.9,https://www.divino.de/wein/weisswein/cantina-trere-re-gioja-romagna-pagadebit-frizzante-doc,https://www.divino.de/media/image/thumbnail/Trere_Gioja_Pagadebit_150x240.png,"divino goes Romagna: Trerè - die heiligen drei (Wein-) Könige aus dem ravennatischen Apennin! Die Familie Trerè besitzt 35 Hektar Weinberge in den Hügeln westlich von Faenza. Neben der Weinerzeugung wird noch ein kleiner Agriturismo betrieben. L'Arte del Vino - das ist der Claim von Morena und ihrem Sohn Massimo. Dementsprechend wurden auch die Flaschenetiketten von der Künstlerin Jona Sbarzaglia gestaltet. Pagadebit, also Schuldenzahler (heutzutage ist das die Cash Cow) - so heißt der berühmte Weißwein aus den Hügeln bei Faenza, gekeltert aus Mostosao, hier Pagadebit Zentil genannt. Die Cantina Trerè hat verschiedene Varianten davon im Angebot. Ich habe mich für den prickelnden, fast trockenen Giòja Frizzante entschieden, einen leicht moussierenden Leckerschmecker, der die Freude im Namen trägt, gemäß Etikett natürlich auch gut zu Meeresfrüchten passt, aber vor allem mit seiner unverbindlich-schmeichelhaft-fruchtig-blumig-frischen Art sofort Lust auf ein zweites Glas macht. Italianità geht nicht nur mit Prosecco! ",2,,5731248,Enio Ottaviani Strati Romagna Pagadebit,Enio Ottaviani,0.0,white,2019,Italien,Pagadebit di Romagna,13.5,"{'acidity': 0.668403925, 'fizziness': 0, 'intensity': 0.5379967, 'sweetness': 0.2185342, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 1.0, 'dried_fruit': 0, 'earth': 1.0, 'floral': 1.0, 'microbio': 0, 'non_oak': 0, 'oak': 1.0, 'red_fruit': 0, 'spices': 0, 'tree_fruit': 1.0, 'tropical_fruit': 1.0, 'vegetal': 0}",3.8,//images.vivino.com/thumbs/dYdXDJmcTNmDf5zGn6stnQ_pl_480x640.png
70733,-0.4532229839904287,895_left,1473_right,1021,80,Cantina di Venosa Verbo Bianco Malvasia I.G.P. Basilicata,Italien,Basilikata,2021.0,white,8.4,https://www.divino.de/wein/cantina-di-venosa-verbo-bianco-malvasia-i.g.p.-basilicata,https://www.divino.de/media/image/thumbnail/venosa_verbo_bianco_150x240.png,"Verbo: Venosa-Vino vom vulkanischen Vulture! ""Verbo"" - das (Sprich-)Wort: Mit dieser Namensgebung erinnert die Cantina di Venosa an den römischen Dichter Horaz, berühmtester Sohn der antiken lukanischen Stadt Venusia an der Via Appia. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau im Norden der süditalienischen Region Basilikata erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten weißen Rebsorte Malvasia gekeltert, die, wie zum Beispiel auch Moscato, Sauvignon, Verdejo oder auch Riesling, zu den aromatischen Varietäten gehört. Das von Hand in den frühen Morgenstunden Mitte September gelesene Rebgut wird sofort in der Cantina weiterverarbeitet, um die Frische und Klarheit des Weines zu erhalten. Im Glas strohgelb, betört der Wein sofort mit einem abwechslugsreichen, intensiven Bouquet nach hellen Steinfrüchten, gepaart mit floralen Noten und ein wenig Mandel. Am Gaumen ist er überraschend vollmundig und intensiv, ohne an Frische und Eleganz zu verlieren. Top! ",2,,8264858,Varvaglione 12 e Mezzo Malvasia Bianca di Puglia,Varvaglione,0.0,white,2019,Italien,Puglia,7.5,"{'acidity': 0.31815065, 'fizziness': 0, 'intensity': 0.584589, 'sweetness': 0.337842475, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 1.0, 'dried_fruit': 0, 'earth': 0, 'floral': 0, 'microbio': 0, 'non_oak': 0.0, 'oak': 1.0, 'red_fruit': 0, 'spices': 0.0, 'tree_fruit': 1.0, 'tropical_fruit': 0, 'vegetal': 0}",3.7,//images.vivino.com/labels/1vTraj24S0-4RCaff1RemA.jpg
91054,-0.46259887082995826,1105_left,6000_right,1232,154,LES CHÊNES DE MON GRAND-PÈRE,Frankreich,,2019.0,white,17.9,https://www.jacques.de/weine/17063/2019-les-ch-nes-de-mon-grand-pere/?cPath=1_3,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17063_0.jpg,"


Einer der raren Loire-Sauvignon Blanc, die im Fass ausgebaut sind, entsprechend ist das Ergebnis: reife Quitte, grüne Birne und saftige Stachelbeeren treffen auf Toast, Vanille und geröstete Mandeln, alle Fassaromen sind allerdings ausgesprochen dezent. Am Gaumen zeigen sich Fülle, Komplexität und eine charakteristische Rauchigkeit (Fumé), dazu eine großartige Balance zwischen Kraft und Eleganz. Der Nachhall fein mineralisch und sehr komplex.
",3,,86746,Christian Moreau Pere & Fils Chablis Grand Cru 'Les Clos',Christian Moreau Pere & Fils,14.0,white,2018,Frankreich,Chablis Grand Cru 'Les Clos',68.0,"{'acidity': 0.7402985, 'fizziness': 0, 'intensity': 0.534749, 'sweetness': 0.1607561, 'tannin': 0}","{'black_fruit': 0.004524886877828055, 'citrus_fruit': 0.8506787330316742, 'dried_fruit': 0.00904977375565611, 'earth': 1.0, 'floral': 0.06787330316742081, 'microbio': 0.2081447963800905, 'non_oak': 0.17647058823529413, 'oak': 0.583710407239819, 'red_fruit': 0.004524886877828055, 'spices': 0.03619909502262444, 'tree_fruit': 0.8552036199095022, 'tropical_fruit': 0.11312217194570136, 'vegetal': 0.09049773755656108}",4.4,//images.vivino.com/thumbs/3etnL_y9QE-e9PEveU287w_pl_480x640.png
55908,-0.46533408952913236,795_left,9368_right,904,904,Domaine Sérol Pétillant Rosé Méthode Ancestrale 'Turbullent',Frankreich,Loire,,sparkling,14.9,https://www.wein-direktimport.de/weine/frankreich/loire/domaine-robert-serol/3837/petillant-rose-methode-ancestrale-turbullent?c=364,https://www.wein-direktimport.de/media/image/ba/78/de/Turbullent-ZIPit6vHaYxY6lE9_200x300.jpg," Der Pétillant Rosé Turbullent aus 100% Gamay Saint Romain hat eine zart funkelnde, rosafarbene Tönung. In der Nase wirkt er leicht, sehr erfrischend und sehr fruchtig. Aromen von Himbeeren, reifen Birnen, Weintrauben, Erdbeeren und ein Touch Vanille. Ergänzt von kühler Mineralik.Am Gaumen startet er cremig, mit leichter Süße und intensiver Aromatik, die in der Nase präsenten Aromen werde im Mund von ein wenig Johannisbeeren und Veilchen, dazu kommt noch und ein klein wenig Gerbstoff. Der Pétillant ist kein lang nachklingender Riese, aber das soll er auch nicht sein. Genießen Sie ihn an einem lauen Sommertag und freuen Sie sich an der prickelnden Leichtigkeit. Vorsicht beim Öffnen, es ist ordentlich Druck auf der Flasche!",1,,1296309,Domaine Houchart Rosé,Domaine Houchart,13.0,rosé,2018,Frankreich,Côtes de Provence,15.0,"{'acidity': 0.743044675, 'fizziness': 0, 'intensity': 0.39184422500000005, 'sweetness': 0.09414962500000001, 'tannin': 0}","{'black_fruit': 0.03713527851458886, 'citrus_fruit': 0.38726790450928383, 'dried_fruit': 0.005305039787798408, 'earth': 0.30238726790450926, 'floral': 0.06896551724137931, 'microbio': 0.09018567639257294, 'non_oak': 0.002652519893899204, 'oak': 0.03978779840848806, 'red_fruit': 1.0, 'spices': 0.07427055702917772, 'tree_fruit': 0.48010610079575594, 'tropical_fruit': 0.06631299734748011, 'vegetal': 0.05570291777188329}",3.9,//images.vivino.com/thumbs/N90hhIOjQqGlZDrVyR4wFg_pl_480x640.png
70286,-0.47162330384437773,890_left,4955_right,1016,75,Kassner-Simon Auxerrois Q.b.A. trocken,Deutschland,Pfalz,2020.0,white,9.5,https://www.divino.de/wein/kassner-simon-auxerrois-trocken-pfalz,https://www.divino.de/media/image/thumbnail/2013-Kassner-Auxerrois-frontal_150x240.jpg,"Im Elsass und an der Obermosel wohlbekannt - in der Pfalz eine Rarität: Pinot Auxerrois! In der Tat: In Luxemburg, der daran angrenzenden Obermosel, an der unteren Saar und auch im Elsass wird der (Pinot) Auxerrois gern gekeltert, vor allem für Crémants und andere Schaumweine. Über diesen Weg gelangte die Rebsorte auch zu Kassner-Simon, ist das Haus doch berühmt für feine, handgerüttelte Winzersekte. Der Auxerrois ist dem Weißburgunder sehr ähnlich in Aromatik, Fruchtbetontheit und Vollmudigkeit, reift jedoch etwas früher und ist im Stil noch etwas reichhaltiger im Bukett, dafür säureärmer. Ich finde, eine schöne Alternative zu Weiß- oder Grauburgunder, die dennoch dem Stil der Rebsortenfamilie verpflichtet bleibt! ",2,,2679897,P. J. Valckenberg Grauer Burgunder Trocken,P. J. Valckenberg,0.0,white,2019,Deutschland,Rheinhessen,6.2,"{'acidity': 0.46155487500000003, 'fizziness': 0, 'intensity': 0.4390244, 'sweetness': 0.19643292499999998, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0, 'dried_fruit': 0, 'earth': 0.25, 'floral': 0, 'microbio': 0, 'non_oak': 0, 'oak': 0.25, 'red_fruit': 0, 'spices': 0, 'tree_fruit': 1.0, 'tropical_fruit': 0.5, 'vegetal': 0.25}",3.6,//images.vivino.com/thumbs/JzMwPUpNTt28IoROFWfGCw_pl_480x640.png
64480,-0.4831835892953777,862_left,179_right,982,41,Cantina di Venosa Verbo Rosso D.O.P. Aglianico del Vulture,Italien,Basilikata,2018.0,red,8.4,https://www.divino.de/wein/cantina-di-venosa-verbo-rosso--d.o.p.-aglianico-del-vulture,https://www.divino.de/media/image/thumbnail/venosa_verbo_rosso_150x240.png,"Verbo: Venosa-Vino vom vulkanischen Vulture! ""Verbo"" - das (Sprich-)Wort: Mit dieser Namensgebung erinnert die Cantina di Venosa an den römischen Dichter Horaz, berühmtester Sohn der antiken lukanischen Stadt Venusia an der Via Appia. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau im Norden der süditalienischen Region Basilikata erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten roten Rebsorte Aglianico del Vulture gekeltert. Der Name ist eine Verballhornung des Wortes Hellenico, was darauf hinweist, dass die Varietät im Zuge der Kolonialisierung Süditaliens durch die antike Griechen ins Land gekommen ist. Das von Hand im Oktober gelesene Rebgut stammt von Lagen auf vulkanischem Boden. Der Ausbau des Weines erfolgt in traditionellen großen Eichenfässern. Im Glas rubinrot mit granatroten Reflexen, duftet der Wein intensiv und würzig nach Johannisbeere, Schwarzkirsche sowie mediterranen Kräutern. Am Gaumen ist er schön weinig, vollmundig und harmonisch mit feinem Nachhall. Ein schöner Rotwein für alle Fälle! ",2,,79093,Terre degli Svevi Re Manfredi Aglianico del Vulture,Terre degli Svevi,13.5,red,2017,Italien,Aglianico del Vulture,11.85,"{'acidity': 0.37044710000000003, 'fizziness': 0, 'intensity': 0.8906722499999999, 'sweetness': 0.34768175, 'tannin': 0.555483825}","{'black_fruit': 0.95, 'citrus_fruit': 0.03, 'dried_fruit': 0.09, 'earth': 0.89, 'floral': 0.05, 'microbio': 0.11, 'non_oak': 0.03, 'oak': 1.0, 'red_fruit': 0.54, 'spices': 0.46, 'tree_fruit': 0.01, 'tropical_fruit': 0.04, 'vegetal': 0.08}",3.8,//images.vivino.com/thumbs/j1Of9vzhS-m3EtC7uulpTw_pl_480x640.png
55145,-0.48351235431386286,786_left,9096_right,895,895,Sektmanufaktur Schloss Vaux Cuvée Vaux Brut 375 ml,Deutschland,Pfalz,2018.0,sparkling,10.5,https://www.wein-direktimport.de/alle-weine/typ/schaumweine/3787/2018-cuvee-vaux-brut-375-ml?c=364,https://www.wein-direktimport.de/media/image/37/56/d2/Cuvee-Vaux-o-J-ZIP_200x300.jpg,,1,,76638,Parxet Cava Cuvée 21 Brut,Parxet,0.0,sparkling,2014,Spanien,Cava,11.56,"{'acidity': 0.646674875, 'fizziness': 0.7004059, 'intensity': 0.47929757500000003, 'sweetness': 0, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 1.0, 'dried_fruit': 0.020833333333333332, 'earth': 0.16666666666666666, 'floral': 0.0, 'microbio': 0.4166666666666667, 'non_oak': 0.4166666666666667, 'oak': 0.041666666666666664, 'red_fruit': 0.041666666666666664, 'spices': 0.0625, 'tree_fruit': 0.7916666666666666, 'tropical_fruit': 0.16666666666666666, 'vegetal': 0.125}",3.6,//images.vivino.com/thumbs/hvv3WTVkQoiQnh5E9vA6wQ_pl_480x640.png
67964,-0.48362834400431437,879_left,3658_right,1005,64,Otero Finca Valleoscuro Tinto D.O.P. Valles de Benavente,Spanien,Valles de Benavente,2018.0,red,6.2,https://www.divino.de/wein/otero-valleoscuro-tinto-valles-de-benavente,https://www.divino.de/media/image/thumbnail/Otero_VO_Tinto_150x240.png,"Der leichte Rote von Julio Otero Señor Otero stellt seinen Sommer-Rotwein vor: den Finca ValleOscuro Tinto D.O.P. Valles de Benavente; einen frischen, trockenen Rotwein aus der hochinteressanten autochthonen Rebsorte Prieto Picudo (90%) und einem kleinen Anteil Tempranillo (10%). Der Wein kommt kirschrot ins Glas und duftet intensiv nach roten Beerenfrüchten, Flieder sowie etwas Süßholz. Am Gaumen geschmeidig und nicht zu füllig, entfaltet der ValleOscuro seine Aromatik am besten, wenn er leicht angekühlt ist (ca. 14°C) und passt dann hervorragend zum spanischen Tapas- und Grillabend, in kühleren mitteleuropäischen Gefilden nartürlich ganzjährig! Herkunftsland: Spanien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Otero S.A. | Avda. El Ferial 22 | E-49600 Benavente ",2,,1253646,Áster Finca El Otero,Áster,14.0,red,2016,Spanien,Ribera del Duero,34.99,"{'acidity': 0.67028635, 'fizziness': 0, 'intensity': 0.7644757499999999, 'sweetness': 0.20017395, 'tannin': 0.6537415}","{'black_fruit': 0.5522388059701493, 'citrus_fruit': 0, 'dried_fruit': 0.03482587064676617, 'earth': 0.35323383084577115, 'floral': 0.009950248756218905, 'microbio': 0.029850746268656716, 'non_oak': 0.014925373134328358, 'oak': 1.0, 'red_fruit': 0.1691542288557214, 'spices': 0.19900497512437812, 'tree_fruit': 0.004975124378109453, 'tropical_fruit': 0, 'vegetal': 0.004975124378109453}",4.3,//images.vivino.com/thumbs/jDVJ-PKjRJ-NexoqZid1hg_pl_480x640.png
